,Unnamed: 0,POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year,TeamName,unique,imaged_url
152,152,153,Swapnil Singh,2,1,1,2,2,,4,50.0,0,0,0,0,2023,LSG,swapnilsingh,https://scores.iplt20.com/ipl/playerimages/Swapnil%20Singh.png
153,153,154,Wayne Parnell,7,1,0,2,2,2.0,5,40.0,0,0,0,0,2023,RCB,wayneparnell,https://scores.iplt20.com/ipl/playerimages/Wayne%20Parnell.png
154,154,155,Sandeep Sharma,12,2,2,2,2,,6,33.33,0,0,0,0,2023,RR,sandeepsharma,https://scores.iplt20.com/ipl/playerimages/Sandeep%20Sharma.png
155,155,156,Mustafizur Rahman,2,1,1,1,1,,1,100.0,0,0,0,0,2023,DC,mustafizurrahman,https://scores.iplt20.com/ipl/playerimages/Mustafizur%20Rahman.png
156,156,157,Ishant Sharma,8,1,1,1,1,,1,100.0,0,0,0,0,2023,DC,ishantsharma,https://scores.iplt20.com/ipl/playerimages/Ishant%20Sharma.png
157,157,158,Abdul Basith,1,1,1,1,1,,1,100.0,0,0,0,0,2023,RR,abdulbasith,https://scores.iplt20.com/ipl/playerimages/Abdul%20Basith.png
158,158,159,Deepak Chahar,10,1,1,1,1,,2,50.0,0,0,0,0,2023,CSK,deepakchahar,https://scores.iplt20.com/ipl/playerimages/Deepak%20Chahar.png
159,159,160,Mohit Rathee,1,1,1,1,1,,2,50.0,0,0,0,0,2023,PBKS,mohitrathee,https://scores.iplt20.com/ipl/playerimages/Mohit%20Rathee.png
160,160,161,Josh Hazlewood,3,1,1,1,1,,2,50.0,0,0,0,0,2023,RCB,joshhazlewood,https://scores.iplt20.com/ipl/playerimages/Josh%20Hazlewood.png
161,161,162,Mohammed Siraj,14,2,1,1,1,1.0,2,50.0,0,0,0,0,2023,RCB,mohammedsiraj,https://scores.iplt20.com/ipl/playerimages/Mohammed%20Siraj.png
162,162,163,Yudhvir Singh,3,2,0,1,1,0.5,2,50.0,0,0,0,0,2023,LSG,yudhvirsingh,https://scores.iplt20.com/ipl/playerimages/Yudhvir%20Singh.png
163,163,164,Fazalhaq Farooqi,4,1,1,1,1,,5,20.0,0,0,0,0,2023,SRH,fazalhaqfarooqi,https://scores.iplt20.com/ipl/playerimages/Fazalhaq%20Farooqi.png
164,164,165,Nathan Ellis,10,2,0,1,1,0.5,7,14.28,0,0,0,0,2023,PBKS,nathanellis,https://scores.iplt20.com/ipl/playerimages/Nathan%20Ellis.png
165,165,166,Varun Chakaravarthy,14,2,1,1,1,1.0,9,11.11,0,0,0,0,2023,KKR,varunchakaravarthy,https://scores.iplt20.com/ipl/playerimages/Varun%20Chakaravarthy.png
166,166,1,Jos Buttler,17,17,2,863,116,57.53,579,149.05,4,4,83,45,2022,RR,josbuttler,https://scores.iplt20.com/ipl/playerimages/Jos%20Buttler.png
167,167,2,K L Rahul,15,15,3,616,103,51.33,455,135.38,2,4,45,30,2022,LSG,klrahul,https://scores.iplt20.com/ipl/playerimages/K%20L%20Rahul.png
168,168,3,Quinton De Kock,15,15,1,508,140,36.29,341,148.97,1,3,47,23,2022,LSG,quintondekock,https://scores.iplt20.com/ipl/playerimages/Quinton%20De%20Kock.png
169,169,4,Hardik Pandya,15,15,4,487,87,44.27,371,131.26,0,4,49,12,2022,GT,hardikpandya,https://scores.iplt20.com/ipl/playerimages/Hardik%20Pandya.png
170,170,5,Shubman Gill,16,16,2,483,96,34.5,365,132.32,0,4,51,11,2022,GT,shubmangill,https://scores.iplt20.com/ipl/playerimages/Shubman%20Gill.png
171,171,6,David Miller,16,16,9,481,94,68.71,337,142.72,0,2,32,23,2022,GT,davidmiller,https://scores.iplt20.com/ipl/playerimages/David%20Miller.png
172,172,7,Faf Du Plessis,16,16,1,468,96,31.2,367,127.52,0,3,49,13,2022,RCB,fafduplessis,https://scores.iplt20.com/ipl/playerimages/Faf%20Du%20Plessis.png
173,173,8,Shikhar Dhawan,14,14,2,460,88,38.33,375,122.66,0,3,47,12,2022,PBKS,shikhardhawan,https://scores.iplt20.com/ipl/playerimages/Shikhar%20Dhawan.png
174,174,9,Sanju Samson,17,17,1,458,55,28.63,312,146.79,0,2,43,26,2022,RR,sanjusamson,https://scores.iplt20.com/ipl/playerimages/Sanju%20Samson.png
175,175,10,Deepak Hooda,15,14,0,451,59,32.21,330,136.66,0,4,36,18,2022,LSG,deepakhooda,https://scores.iplt20.com/ipl/playerimages/Deepak%20Hooda.png
176,176,11,Liam Livingstone,14,14,2,437,70,36.42,240,182.08,0,4,29,34,2022,PBKS,liamlivingstone,https://scores.iplt20.com/ipl/playerimages/Liam%20Livingstone.png
177,177,12,David Warner,12,12,3,432,92,48.0,287,150.52,0,5,52,15,2022,DC,davidwarner,https://scores.iplt20.com/ipl/playerimages/David%20Warner.png
178,178,13,Abhishek Sharma,14,14,0,426,75,30.43,320,133.12,0,2,47,13,2022,SRH,abhisheksharma,https://scores.iplt20.com/ipl/playerimages/Abhishek%20Sharma.png
179,179,14,Ishan Kishan,14,14,1,418,81,32.15,348,120.11,0,3,45,11,2022,MI,ishankishan,https://scores.iplt20.com/ipl/playerimages/Ishan%20Kishan.png
180,180,15,Rahul Tripathi,14,14,3,413,76,37.55,261,158.23,0,3,40,20,2022,SRH,rahultripathi,https://scores.iplt20.com/ipl/playerimages/Rahul%20Tripathi.png
181,181,16,Shreyas Iyer,14,14,1,401,85,30.85,298,134.56,0,3,41,11,2022,KKR,shreyasiyer,https://scores.iplt20.com/ipl/playerimages/Shreyas%20Iyer.png
182,182,17,Tilak Varma,14,14,3,397,61,36.09,303,131.02,0,2,29,16,2022,MI,tilakvarma,https://scores.iplt20.com/ipl/playerimages/Tilak%20Varma.png
183,183,18,Aiden Markram,14,12,4,381,68,47.63,274,139.05,0,3,25,19,2022,SRH,aidenmarkram,https://scores.iplt20.com/ipl/playerimages/Aiden%20Markram.png
184,184,19,Devdutt Padikkal,17,17,0,376,54,22.12,306,122.87,0,1,40,14,2022,RR,devduttpadikkal,https://scores.iplt20.com/ipl/playerimages/Devdutt%20Padikkal.png
185,185,20,Ruturaj  Gaikwad,14,14,0,368,99,26.29,291,126.46,0,3,33,14,2022,CSK,ruturajgaikwad,https://scores.iplt20.com/ipl/playerimages/Ruturaj%20%20Gaikwad.png
186,186,21,Nitish Rana,14,14,1,361,57,27.77,251,143.82,0,2,29,22,2022,KKR,nitishrana,https://scores.iplt20.com/ipl/playerimages/Nitish%20Rana.png
187,187,22,Virat Kohli,16,16,1,341,73,22.73,294,115.98,0,2,32,8,2022,RCB,viratkohli,https://scores.iplt20.com/ipl/playerimages/Virat%20Kohli.png
188,188,23,Rishabh Pant,14,13,2,340,44,30.91,224,151.78,0,0,35,16,2022,DC,rishabhpant,https://scores.iplt20.com/ipl/playerimages/Rishabh%20Pant.png
189,189,24,Andre Russell,14,12,3,335,70,37.22,192,174.47,0,1,18,32,2022,KKR,andrerussell,https://scores.iplt20.com/ipl/playerimages/Andre%20Russell.png
190,190,25,Rajat Patidar,8,7,1,333,112,55.5,218,152.75,1,2,27,18,2022,RCB,rajatpatidar,https://scores.iplt20.com/ipl/playerimages/Rajat%20Patidar.png
191,191,26,Dinesh Karthik,16,16,10,330,66,55.0,180,183.33,0,1,27,22,2022,RCB,dineshkarthik,https://scores.iplt20.com/ipl/playerimages/Dinesh%20Karthik.png
192,192,27,Wriddhiman Saha,11,11,1,317,68,31.7,259,122.39,0,3,40,7,2022,GT,wriddhimansaha,https://scores.iplt20.com/ipl/playerimages/Wriddhiman%20Saha.png
193,193,28,Shimron Hetmyer,15,15,8,314,59,44.86,204,153.92,0,1,21,21,2022,RR,shimronhetmyer,https://scores.iplt20.com/ipl/playerimages/Shimron%20Hetmyer.png
194,194,29,Nicholas Pooran,14,13,5,306,64,38.25,212,144.33,0,2,16,21,2022,SRH,nicholaspooran,https://scores.iplt20.com/ipl/playerimages/Nicholas%20Pooran.png
195,195,30,Suryakumar Yadav,8,8,1,303,68,43.29,208,145.67,0,3,23,16,2022,MI,suryakumaryadav,https://scores.iplt20.com/ipl/playerimages/Suryakumar%20Yadav.png
196,196,31,Glenn Maxwell,13,13,2,301,55,27.36,178,169.1,0,1,31,15,2022,RCB,glennmaxwell,https://scores.iplt20.com/ipl/playerimages/Glenn%20Maxwell.png
197,197,32,Shivam Dube,11,11,1,289,95,28.9,185,156.21,0,2,22,16,2022,CSK,shivamdube,https://scores.iplt20.com/ipl/playerimages/Shivam%20Dube.png
198,198,33,Prithvi Shaw,10,10,0,283,61,28.3,185,152.97,0,2,37,10,2022,DC,prithvishaw,https://scores.iplt20.com/ipl/playerimages/Prithvi%20Shaw.png
199,199,34,Ambati Rayudu,13,11,0,274,78,24.91,224,122.32,0,1,25,15,2022,CSK,ambatirayudu,https://scores.iplt20.com/ipl/playerimages/Ambati%20Rayudu.png
200,200,35,Rohit Sharma,14,14,0,268,48,19.14,223,120.17,0,0,28,13,2022,MI,rohitsharma,https://scores.iplt20.com/ipl/playerimages/Rohit%20Sharma.png
201,201,36,Yashasvi Jaiswal,10,10,0,258,68,25.8,194,132.98,0,2,28,10,2022,RR,yashasvijaiswal,https://scores.iplt20.com/ipl/playerimages/Yashasvi%20Jaiswal.png
202,202,37,Jonny Bairstow,11,11,0,253,66,23.0,175,144.57,0,2,34,9,2022,PBKS,jonnybairstow,https://scores.iplt20.com/ipl/playerimages/Jonny%20Bairstow.png
203,203,38,Devon Conway,7,7,1,252,87,42.0,173,145.66,0,3,22,12,2022,CSK,devonconway,https://scores.iplt20.com/ipl/playerimages/Devon%20Conway.png
204,204,39,Mitchell Marsh,8,8,0,251,89,31.38,189,132.8,0,2,19,14,2022,DC,mitchellmarsh,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Marsh.png
205,205,40,Rovman Powell,14,12,2,250,67,25.0,167,149.7,0,1,10,22,2022,DC,rovmanpowell,https://scores.iplt20.com/ipl/playerimages/Rovman%20Powell.png
206,206,41,Moeen Ali,10,10,0,244,93,24.4,177,137.85,0,1,24,11,2022,CSK,moeenali,https://scores.iplt20.com/ipl/playerimages/Moeen%20Ali.png
207,207,42,Jitesh Sharma,12,10,2,234,44,29.25,143,163.63,0,0,22,12,2022,PBKS,jiteshsharma,https://scores.iplt20.com/ipl/playerimages/Jitesh%20Sharma.png
208,208,43,MS Dhoni,14,13,6,232,50,33.14,188,123.4,0,1,21,10,2022,CSK,msdhoni,https://scores.iplt20.com/ipl/playerimages/MS%20Dhoni.png
209,209,44,Robin Uthappa,12,11,0,230,88,20.91,171,134.5,0,2,19,14,2022,CSK,robinuthappa,https://scores.iplt20.com/ipl/playerimages/Robin%20Uthappa.png
210,210,45,Shahbaz Ahmed,16,11,3,219,45,27.38,181,120.99,0,0,14,9,2022,RCB,shahbazahmed,https://scores.iplt20.com/ipl/playerimages/Shahbaz%20Ahmed.png
211,211,46,Rahul Tewatia,16,12,5,217,43,31.0,147,147.61,0,0,22,9,2022,GT,rahultewatia,https://scores.iplt20.com/ipl/playerimages/Rahul%20Tewatia.png
212,212,47,Kane Williamson,13,13,2,216,57,19.64,231,93.5,0,1,16,8,2022,SRH,kanewilliamson,https://scores.iplt20.com/ipl/playerimages/Kane%20Williamson.png
213,213,48,Bhanuka Rajapaksa,9,9,0,206,43,22.89,129,159.68,0,0,16,13,2022,PBKS,bhanukarajapaksa,https://scores.iplt20.com/ipl/playerimages/Bhanuka%20Rajapaksa.png
214,214,49,Mayank Agarwal,13,12,0,196,52,16.33,160,122.5,0,1,23,6,2022,PBKS,mayankagarwal,https://scores.iplt20.com/ipl/playerimages/Mayank%20Agarwal.png
215,215,50,Ravichandran Ashwin,17,12,5,191,50,27.29,135,141.48,0,1,14,9,2022,RR,ravichandranashwin,https://scores.iplt20.com/ipl/playerimages/Ravichandran%20Ashwin.png
216,216,51,Tim David,8,8,3,186,46,37.2,86,216.27,0,0,12,16,2022,MI,timdavid,https://scores.iplt20.com/ipl/playerimages/Tim%20David.png
217,217,52,Riyan Parag,17,14,3,183,56,16.64,132,138.63,0,1,11,10,2022,RR,riyanparag,https://scores.iplt20.com/ipl/playerimages/Riyan%20Parag.png
218,218,53,Krunal Pandya,14,13,4,183,42,20.33,145,126.2,0,0,16,4,2022,LSG,krunalpandya,https://scores.iplt20.com/ipl/playerimages/Krunal%20Pandya.png
219,219,54,Axar Patel,13,10,6,182,42,45.5,120,151.66,0,0,12,10,2022,DC,axarpatel,https://scores.iplt20.com/ipl/playerimages/Axar%20Patel.png
220,220,55,Venkatesh Iyer,12,12,1,182,50,16.55,169,107.69,0,1,17,7,2022,KKR,venkateshiyer,https://scores.iplt20.com/ipl/playerimages/Venkatesh%20Iyer.png
221,221,56,Rinku Singh,7,7,2,174,42,34.8,117,148.71,0,0,17,7,2022,KKR,rinkusingh,https://scores.iplt20.com/ipl/playerimages/Rinku%20Singh.png
222,222,57,Sam Billings,8,8,1,169,36,24.14,138,122.46,0,0,9,10,2022,KKR,sambillings,https://scores.iplt20.com/ipl/playerimages/Sam%20Billings.png
223,223,58,Dewald Brevis,7,7,0,161,49,23.0,113,142.47,0,0,14,11,2022,MI,dewaldbrevis,https://scores.iplt20.com/ipl/playerimages/Dewald%20Brevis.png
224,224,59,Ayush Badoni,13,11,3,161,54,20.13,130,123.84,0,1,11,7,2022,LSG,ayushbadoni,https://scores.iplt20.com/ipl/playerimages/Ayush%20Badoni.png
225,225,60,Lalit Yadav,12,8,1,161,48,23.0,146,110.27,0,0,11,7,2022,DC,lalityadav,https://scores.iplt20.com/ipl/playerimages/Lalit%20Yadav.png
226,226,61,Matthew Wade,10,10,0,157,35,15.7,138,113.76,0,0,23,2,2022,GT,matthewwade,https://scores.iplt20.com/ipl/playerimages/Matthew%20Wade.png
227,227,62,Marcus Stoinis,11,10,2,156,38,19.5,106,147.16,0,0,7,13,2022,LSG,marcusstoinis,https://scores.iplt20.com/ipl/playerimages/Marcus%20Stoinis.png
228,228,63,Sai Sudharsan,5,5,1,145,65,36.25,114,127.19,0,1,14,3,2022,GT,saisudharsan,https://scores.iplt20.com/ipl/playerimages/Sai%20Sudharsan.png
229,229,64,Kieron Pollard,11,11,1,144,25,14.4,134,107.46,0,0,6,9,2022,MI,kieronpollard,https://scores.iplt20.com/ipl/playerimages/Kieron%20Pollard.png
230,230,65,Ajinkya Rahane,7,7,0,133,44,19.0,128,103.9,0,0,14,4,2022,KKR,ajinkyarahane,https://scores.iplt20.com/ipl/playerimages/Ajinkya%20Rahane.png
231,231,66,Anuj Rawat,8,8,0,129,66,16.13,118,109.32,0,1,10,7,2022,RCB,anujrawat,https://scores.iplt20.com/ipl/playerimages/Anuj%20Rawat.png
232,232,67,Shardul Thakur,14,10,2,120,29,15.0,87,137.93,0,0,7,7,2022,DC,shardulthakur,https://scores.iplt20.com/ipl/playerimages/Shardul%20Thakur.png
233,233,68,Shahrukh Khan,8,8,1,117,26,16.71,108,108.33,0,0,4,9,2022,PBKS,shahrukhkhan,https://scores.iplt20.com/ipl/playerimages/Shahrukh%20Khan.png
234,234,69,Ravindra Jadeja,10,10,4,116,26,19.33,98,118.36,0,0,6,5,2022,CSK,ravindrajadeja,https://scores.iplt20.com/ipl/playerimages/Ravindra%20Jadeja.png
235,235,70,Abhinav Manohar,8,7,1,108,43,18.0,75,144.0,0,0,14,3,2022,GT,abhinavmanohar,https://scores.iplt20.com/ipl/playerimages/Abhinav%20Manohar.png
236,236,71,Washington Sundar,9,7,0,101,40,14.43,69,146.37,0,0,9,3,2022,SRH,washingtonsundar,https://scores.iplt20.com/ipl/playerimages/Washington%20Sundar.png
237,237,72,Rashid Khan,16,8,4,91,40,22.75,44,206.81,0,0,3,9,2022,GT,rashidkhan,https://scores.iplt20.com/ipl/playerimages/Rashid%20Khan.png
238,238,73,Sarfaraz Khan,6,5,2,91,36,30.33,67,135.82,0,0,9,2,2022,DC,sarfarazkhan,https://scores.iplt20.com/ipl/playerimages/Sarfaraz%20Khan.png
239,239,74,Manish Pandey,6,6,0,88,38,14.67,80,110.0,0,0,9,2,2022,LSG,manishpandey,https://scores.iplt20.com/ipl/playerimages/Manish%20Pandey.png
240,240,75,Mahipal Lomror,7,5,0,86,42,17.2,57,150.87,0,0,7,4,2022,RCB,mahipallomror,https://scores.iplt20.com/ipl/playerimages/Mahipal%20Lomror.png
241,241,76,Aaron Finch,5,5,0,86,58,17.2,61,140.98,0,1,10,3,2022,KKR,aaronfinch,https://scores.iplt20.com/ipl/playerimages/Aaron%20Finch.png
242,242,77,Rahul Chahar,13,8,2,77,25,12.83,68,113.23,0,0,7,4,2022,PBKS,rahulchahar,https://scores.iplt20.com/ipl/playerimages/Rahul%20Chahar.png
243,243,78,Evin Lewis,6,5,2,73,55,24.33,56,130.35,0,1,8,3,2022,LSG,evinlewis,https://scores.iplt20.com/ipl/playerimages/Evin%20Lewis.png
244,244,79,Sunil Narine,14,10,2,71,22,8.88,40,177.5,0,0,6,6,2022,KKR,sunilnarine,https://scores.iplt20.com/ipl/playerimages/Sunil%20Narine.png
245,245,80,Shashank Singh,10,5,1,69,25,17.25,47,146.8,0,0,5,4,2022,SRH,shashanksingh,https://scores.iplt20.com/ipl/playerimages/Shashank%20Singh.png
246,246,81,Suyash S Prabhudessai,5,5,0,67,34,13.4,59,113.55,0,0,7,2,2022,RCB,suyashsprabhudessai,https://scores.iplt20.com/ipl/playerimages/Suyash%20S%20Prabhudessai.png
247,247,82,Pat Cummins,5,5,1,63,56,15.75,24,262.5,0,1,5,6,2022,KKR,patcummins,https://scores.iplt20.com/ipl/playerimages/Pat%20Cummins.png
248,248,83,Jaydev Unadkat,5,5,2,59,19,19.67,37,159.45,0,0,4,3,2022,MI,jaydevunadkat,https://scores.iplt20.com/ipl/playerimages/Jaydev%20Unadkat.png
249,249,84,Romario Shepherd,3,3,1,58,26,29.0,41,141.46,0,0,2,5,2022,SRH,romarioshepherd,https://scores.iplt20.com/ipl/playerimages/Romario%20Shepherd.png
250,250,85,Jason Holder,12,8,2,58,16,9.67,44,131.81,0,0,2,6,2022,LSG,jasonholder,https://scores.iplt20.com/ipl/playerimages/Jason%20Holder.png
251,251,86,Umesh Yadav,12,7,3,55,21,13.75,40,137.5,0,0,4,4,2022,KKR,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
252,252,87,Odean Smith,6,6,3,51,25,17.0,44,115.9,0,0,1,5,2022,PBKS,odeansmith,https://scores.iplt20.com/ipl/playerimages/Odean%20Smith.png
253,253,88,Kagiso Rabada,13,8,3,48,25,9.6,43,111.62,0,0,5,2,2022,PBKS,kagisorabada,https://scores.iplt20.com/ipl/playerimages/Kagiso%20Rabada.png
254,254,89,Kuldeep Yadav,14,7,6,48,16,48.0,52,92.3,0,0,3,2,2022,DC,kuldeepyadav,https://scores.iplt20.com/ipl/playerimages/Kuldeep%20Yadav.png
255,255,90,Priyam Garg,2,2,0,46,42,23.0,33,139.39,0,0,4,2,2022,SRH,priyamgarg,https://scores.iplt20.com/ipl/playerimages/Priyam%20Garg.png
256,256,91,Ramandeep Singh,5,4,2,45,14,22.5,40,112.5,0,0,3,1,2022,MI,ramandeepsingh,https://scores.iplt20.com/ipl/playerimages/Ramandeep%20Singh.png
257,257,92,Dwaine Pretorius,6,5,1,44,22,11.0,28,157.14,0,0,3,3,2022,CSK,dwainepretorius,https://scores.iplt20.com/ipl/playerimages/Dwaine%20Pretorius.png
258,258,93,Dushmantha Chameera,12,8,4,43,17,10.75,28,153.57,0,0,3,3,2022,LSG,dushmanthachameera,https://scores.iplt20.com/ipl/playerimages/Dushmantha%20Chameera.png
259,259,94,Harshal Patel,15,8,3,43,11,8.6,39,110.25,0,0,4,2,2022,RCB,harshalpatel,https://scores.iplt20.com/ipl/playerimages/Harshal%20Patel.png
260,260,95,Hrithik Shokeen,5,3,1,43,25,21.5,48,89.58,0,0,5,0,2022,MI,hrithikshokeen,https://scores.iplt20.com/ipl/playerimages/Hrithik%20Shokeen.png
261,261,96,Trent Boult,16,8,6,40,17,20.0,29,137.93,0,0,2,1,2022,RR,trentboult,https://scores.iplt20.com/ipl/playerimages/Trent%20Boult.png
262,262,97,Jagadeesan Narayan,2,2,1,40,39,40.0,37,108.1,0,0,3,1,2022,CSK,jagadeesannarayan,https://scores.iplt20.com/ipl/playerimages/Jagadeesan%20Narayan.png
263,263,98,Daniel Sams,11,10,3,38,15,5.43,36,105.55,0,0,1,3,2022,MI,danielsams,https://scores.iplt20.com/ipl/playerimages/Daniel%20Sams.png
264,264,99,Wanindu Hasaranga,16,7,0,38,18,5.43,43,88.37,0,0,4,1,2022,RCB,waninduhasaranga,https://scores.iplt20.com/ipl/playerimages/Wanindu%20Hasaranga.png
265,265,100,Rishi Dhawan,6,4,2,37,21,18.5,40,92.5,0,0,4,2,2022,PBKS,rishidhawan,https://scores.iplt20.com/ipl/playerimages/Rishi%20Dhawan.png
266,266,101,Daryl Mitchell,2,2,0,33,17,16.5,44,75.0,0,0,1,0,2022,RR,darylmitchell,https://scores.iplt20.com/ipl/playerimages/Daryl%20Mitchell.png
267,267,102,Sherfane Rutherford,3,2,0,33,28,16.5,50,66.0,0,0,1,1,2022,RCB,sherfanerutherford,https://scores.iplt20.com/ipl/playerimages/Sherfane%20Rutherford.png
268,268,103,James Neesham,2,2,0,31,17,15.5,27,114.81,0,0,3,0,2022,RR,jamesneesham,https://scores.iplt20.com/ipl/playerimages/James%20Neesham.png
269,269,104,Mohammed Siraj,15,5,3,30,14,15.0,33,90.9,0,0,5,0,2022,RCB,mohammedsiraj,https://scores.iplt20.com/ipl/playerimages/Mohammed%20Siraj.png
270,270,105,Tim Seifert,2,2,0,24,21,12.0,19,126.31,0,0,4,0,2022,DC,timseifert,https://scores.iplt20.com/ipl/playerimages/Tim%20Seifert.png
271,271,106,Bhuvneshwar Kumar,14,6,3,24,8,8.0,26,92.3,0,0,3,0,2022,SRH,bhuvneshwarkumar,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar%20Kumar.png
272,272,107,Mohsin Khan,9,3,2,23,13,23.0,16,143.75,0,0,2,1,2022,LSG,mohsinkhan,https://scores.iplt20.com/ipl/playerimages/Mohsin%20Khan.png
273,273,108,Dwayne Bravo,10,6,4,23,12,11.5,24,95.83,0,0,1,1,2022,CSK,dwaynebravo,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Bravo.png
274,274,109,Sheldon Jackson,5,5,1,23,8,5.75,26,88.46,0,0,0,1,2022,KKR,sheldonjackson,https://scores.iplt20.com/ipl/playerimages/Sheldon%20Jackson.png
275,275,110,Avesh Khan,13,4,3,22,12,22.0,13,169.23,0,0,0,3,2022,LSG,aveshkhan,https://scores.iplt20.com/ipl/playerimages/Avesh%20Khan.png
276,276,111,Rassie van der Dussen,3,3,1,22,12,11.0,24,91.66,0,0,2,0,2022,RR,rassievanderdussen,https://scores.iplt20.com/ipl/playerimages/Rassie%20van%20der%20Dussen.png
277,277,112,Harpreet Brar,5,3,0,22,14,7.33,25,88.0,0,0,1,2,2022,PBKS,harpreetbrar,https://scores.iplt20.com/ipl/playerimages/Harpreet%20Brar.png
278,278,113,Mitchell Santner,6,4,2,22,11,11.0,27,81.48,0,0,3,0,2022,CSK,mitchellsantner,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Santner.png
279,279,114,Arshdeep Singh,14,6,3,21,10,7.0,29,72.41,0,0,3,0,2022,PBKS,arshdeepsingh,https://scores.iplt20.com/ipl/playerimages/Arshdeep%20Singh.png
280,280,115,B Indrajith,3,3,0,21,15,7.0,30,70.0,0,0,2,0,2022,KKR,bindrajith,https://scores.iplt20.com/ipl/playerimages/B%20Indrajith.png
281,281,116,Manan Vohra,2,1,0,19,19,19.0,11,172.72,0,0,1,2,2022,LSG,mananvohra,https://scores.iplt20.com/ipl/playerimages/Manan%20Vohra.png
282,282,117,Vijay Shankar,4,4,0,19,13,4.75,35,54.28,0,0,1,0,2022,GT,vijayshankar,https://scores.iplt20.com/ipl/playerimages/Vijay%20Shankar.png
283,283,118,Mandeep Singh,3,3,0,18,18,6.0,23,78.26,0,0,4,0,2022,DC,mandeepsingh,https://scores.iplt20.com/ipl/playerimages/Mandeep%20Singh.png
284,284,119,Josh Hazlewood,12,5,5,18,7,,26,69.23,0,0,1,0,2022,RCB,joshhazlewood,https://scores.iplt20.com/ipl/playerimages/Josh%20Hazlewood.png
285,285,120,David Willey,4,2,0,18,18,9.0,30,60.0,0,0,3,0,2022,RCB,davidwilley,https://scores.iplt20.com/ipl/playerimages/David%20Willey.png
286,286,121,Karun Nair,3,2,0,16,13,8.0,18,88.88,0,0,1,0,2022,RR,karunnair,https://scores.iplt20.com/ipl/playerimages/Karun%20Nair.png
287,287,122,Simran Singh,1,1,0,14,14,14.0,11,127.27,0,0,2,0,2022,PBKS,simransingh,https://scores.iplt20.com/ipl/playerimages/Simran%20Singh.png
288,288,123,Anmolpreet Singh,2,2,0,13,8,6.5,13,100.0,0,0,1,0,2022,MI,anmolpreetsingh,https://scores.iplt20.com/ipl/playerimages/Anmolpreet%20Singh.png
289,289,124,Murugan Ashwin,8,5,2,12,6,4.0,14,85.71,0,0,1,1,2022,MI,muruganashwin,https://scores.iplt20.com/ipl/playerimages/Murugan%20Ashwin.png
290,290,125,Varun Chakaravarthy,11,4,4,12,10,,18,66.66,0,0,2,0,2022,KKR,varunchakaravarthy,https://scores.iplt20.com/ipl/playerimages/Varun%20Chakaravarthy.png
291,291,126,Chris Jordan,4,2,1,11,6,11.0,8,137.5,0,0,0,0,2022,CSK,chrisjordan,https://scores.iplt20.com/ipl/playerimages/Chris%20Jordan.png
292,292,127,Rajangad Bawa,2,2,0,11,11,5.5,14,78.57,0,0,1,0,2022,PBKS,rajangadbawa,https://scores.iplt20.com/ipl/playerimages/Rajangad%20Bawa.png
293,293,128,Shreyas Gopal,1,1,1,9,9,,7,128.57,0,0,2,0,2022,SRH,shreyasgopal,https://scores.iplt20.com/ipl/playerimages/Shreyas%20Gopal.png
294,294,129,Marco Jansen,8,3,2,9,8,9.0,7,128.57,0,0,0,1,2022,SRH,marcojansen,https://scores.iplt20.com/ipl/playerimages/Marco%20Jansen.png
295,295,130,Obed McCoy,7,1,0,8,8,8.0,5,160.0,0,0,0,1,2022,RR,obedmccoy,https://scores.iplt20.com/ipl/playerimages/Obed%20McCoy.png
296,296,131,Srikar Bharat,2,2,0,8,8,4.0,7,114.28,0,0,2,0,2022,DC,srikarbharat,https://scores.iplt20.com/ipl/playerimages/Srikar%20Bharat.png
297,297,132,Fabian Allen,1,1,0,8,8,8.0,7,114.28,0,0,1,0,2022,MI,fabianallen,https://scores.iplt20.com/ipl/playerimages/Fabian%20Allen.png
298,298,133,Sean Abbott,1,1,0,7,7,7.0,5,140.0,0,0,0,1,2022,SRH,seanabbott,https://scores.iplt20.com/ipl/playerimages/Sean%20Abbott.png
299,299,134,Rasikh Salam,2,1,0,7,7,7.0,6,116.66,0,0,1,0,2022,KKR,rasikhsalam,https://scores.iplt20.com/ipl/playerimages/Rasikh%20Salam.png
300,300,135,Kartik Tyagi,2,2,0,7,7,3.5,6,116.66,0,0,1,0,2022,SRH,kartiktyagi,https://scores.iplt20.com/ipl/playerimages/Kartik%20Tyagi.png
301,301,136,Maheesh Theekshana,9,2,1,7,7,7.0,7,100.0,0,0,0,1,2022,CSK,maheeshtheekshana,https://scores.iplt20.com/ipl/playerimages/Maheesh%20Theekshana.png
302,302,137,Simarjeet Singh,6,3,2,7,3,7.0,8,87.5,0,0,0,0,2022,CSK,simarjeetsingh,https://scores.iplt20.com/ipl/playerimages/Simarjeet%20Singh.png
